89,"Boucher, Chris",TOR,46,21,25,48.8,40.4,82.4,49.1,13.0,34.7,37.5,17.7,22.0,80.2,9.3,32.5,41.8,26.0,16.9,6.2,4.8,4.7,22.5,20.2,111.5,1.7
89,"Brooks, Dillon",MEM,46,29,17,47.3,38.6,86.9,44.4,12.8,35.1,36.5,17.6,22.3,79.2,10.1,31.8,41.8,26.2,14.6,6.8,5.3,5.4,20.5,19.5,107.6,-7.2
89,"DeRozan, DeMar",CHI,46,22,24,47.5,40.4,84.7,47.6,13.0,35.5,36.7,17.9,23.4,76.4,8.7,33.2,42.0,25.6,14.4,6.0,4.6,4.2,18.6,19.3,111.6,-1.4
89,"Doncic, Luka",DAL,46,27,19,49.6,41.4,86.2,48.0,11.2,32.0,35.2,20.7,26.0,79.7,10.1,34.0,44.1,24.4,13.6,6.5,3.2,3.8,23.2,20.8,114.8,-3.7
89,"Dort, Luguentz",OKC,46,22,24,46.5,40.7,86.8,46.9,12.5,34.7,35.9,19.6,24.9,78.8,12.1,33.0,45.1,24.4,15.8,6.7,4.9,4.8,19.1,21.3,113.5,-0.8
89,"Fox, De'Aaron",SAC,46,27,19,46.2,43.4,87.0,49.8,11.9,31.9,37.3,16.8,20.8,80.5,9.1,30.6,39.7,25.6,12.9,7.3,4.1,3.1,20.3,18.8,115.4,-2.6
89,"Garuba, Usman",HOU,46,12,34,46.3,40.0,85.0,47.1,13.2,38.0,34.8,19.0,23.9,79.6,11.4,29.8,41.2,24.7,14.6,8.9,6.4,4.7,19.9,20.6,112.2,11.2
89,"Gilgeous-Alexander, Shai",OKC,46,21,25,46.5,40.4,85.9,47.0,12.5,34.4,36.4,19.8,25.4,78.0,11.8,32.6,44.5,24.5,15.9,6.7,5.0,4.8,19.7,20.8,113.1,-2.1
89,"Holiday, Aaron",ATL,46,24,22,46.3,39.5,83.2,47.5,11.4,31.7,36.0,19.4,23.9,80.9,10.2,34.0,44.2,24.0,16.7,6.6,6.2,4.4,20.0,18.6,109.8,-0.7
89,"Huerter, Kevin",SAC,46,25,21,47.5,43.6,86.8,50.3,11.3,30.6,36.8,15.4,19.5,79.1,8.6,31.0,39.6,25.8,13.3,6.8,4.1,2.7,21.4,18.4,114.0,-6.3
89,"Marshall, Naji",NOP,46,24,22,47.0,40.7,84.4,48.2,12.0,34.7,34.5,17.2,22.4,77.0,8.7,32.3,41.0,24.0,15.3,6.6,5.5,3.9,20.3,19.7,110.6,0.0
89,"Melton, De'Anthony",PHI,46,30,16,48.6,41.6,86.4,48.1,11.9,32.2,36.9,18.0,22.6,79.5,9.3,32.7,42.1,25.0,15.1,7.2,5.0,4.8,19.6,18.8,113.0,-1.6
89,"Morris Sr., Marcus",LAC,46,25,21,49.3,42.4,88.3,48.0,12.8,34.6,37.0,16.3,21.5,75.9,9.1,33.4,42.5,26.3,11.7,7.3,3.4,3.7,18.2,19.2,113.9,1.3
89,"Murray, Dejounte",ATL,46,23,23,47.3,42.2,87.5,48.2,10.9,31.5,34.7,17.8,22.6,78.8,10.5,34.0,44.5,25.0,13.8,7.0,4.9,4.7,19.2,18.3,113.2,0.8
106,"Allen, Jarrett",CLE,45,28,17,49.6,39.4,84.9,46.4,12.2,32.8,37.1,16.9,21.9,77.1,8.8,31.1,39.9,23.2,14.7,7.9,3.7,4.1,21.6,18.5,107.9,-7.1
106,"Anunoby, O.G.",TOR,45,21,24,48.7,40.9,83.4,49.0,12.1,33.1,36.5,18.6,23.1,80.6,9.3,33.5,42.8,26.2,17.2,6.5,4.5,5.5,20.6,20.4,112.5,-1.4
106,"Barrett, RJ",NYK,45,23,22,48.5,41.2,89.7,46.0,13.7,38.4,35.6,20.0,25.6,78.3,11.6,32.4,44.0,25.5,12.0,6.1,4.8,4.4,22.1,21.3,116.2,1.0
